Key	Type	English	French	German	Spanish	Portuguese	Chinese (Simplified)	Chinese (Traditional)	Russian	Indonesian	Vietnamese	Thai	Japanese	Korean	Arabic
1030202	Text	This lottery ticket doesn't belong to me. I just found it when working in a supermarket.	Cette loterie ne m'appartient pas, je viens de le ramasser en travaillant dans le supermarché.	Diese Lotterie gehört mir nicht, ich habe sie gerade im Supermarkt abgeholt.	Esta lotería no me pertenece, solo la recogí mientras trabajaba en el supermercado.	Este bilhete de loteria não me pertence. Acabei de encontrá-lo quando trabalhava em um supermercado.	这张彩票不属于我，我只是在超市工作时捡到了它。	這張彩票不屬於我，我只是在超市工作時撿到了它。	Эта лотерея не принадлежит мне, я просто поднял ее, работая в супермаркете.	Lotre ini bukan milik saya, saya baru saja mengambilnya saat bekerja di supermarket.	Xổ số này không thuộc về tôi, tôi chỉ nhặt nó trong khi làm việc trong siêu thị.	ลอตเตอรีนี้ไม่ได้เป็นของฉันฉันเพิ่งหยิบมันขึ้นมาขณะทำงานในซุปเปอร์มาร์เก็ต	この宝くじは私のものではありません。スーパーマーケットで働いているときにそれを拾い上げました。	이 복권은 나에게 속하지 않고 슈퍼마켓에서 일하는 동안 집어 들었습니다.	هذا اليانصيب لا ينتمي إلي ، لقد التقطته للتو أثناء العمل في السوبر ماركت.
1030203	Text	The person who lost it contacted me and hoped I would return the money.	Le propriétaire m'a contacté, espérant que je pourrais retourner le bonus.	Der Besitzer kontaktierte mich und hoffte, dass ich den Bonus zurückgeben konnte.	El propietario me contactó, con la esperanza de poder devolver el bono.	A pessoa que o perdeu entrou em contato comigo e esperava que eu devolvesse o dinheiro.	失主联系到了我，希望我可以归还奖金。	失主聯繫到了我，希望我可以歸還獎金。	Владелец связался со мной, надеясь, что я смогу вернуть бонус.	Pemilik menghubungi saya, berharap saya bisa mengembalikan bonus.	Chủ sở hữu đã liên lạc với tôi, hy vọng rằng tôi có thể trả lại tiền thưởng.	เจ้าของติดต่อฉันโดยหวังว่าฉันจะคืนโบนัสได้	オーナーは私にボーナスを返すことができることを望んで、私に連絡しました。	주인이 저에게 연락하여 보너스를 반환 할 수 있기를 바랐습니다.	اتصل بي المالك ، على أمل أن أتمكن من إعادة المكافأة.
1030204	Text	We decided to have a nice talk at a Coffee shop. Please dress me up. I want to look confident.	Allons au café pour discuter, aidez-moi à m'habiller, j'espère avoir l'air confiant.	Gehen wir zum Coffeeshop, um zu chatten. Bitte helfen Sie mir, sich zu verkleiden, ich hoffe, ich hoffe zuversichtlich aussehen.	Vamos a la cafetería para charlar, por favor ayúdame a vestirme, espero parecer seguro.	Decidimos ter uma boa conversa em uma cafeteria. Por favor, me vista. Eu quero parecer confiante.	我们约好去咖啡店聊聊，请你帮我装扮一下，我希望能看上去自信一些。	我們約好去咖啡店聊聊，請你幫我裝扮一下，我希望能看上去自信一些。	Пойдем в кафе, чтобы поболтать, пожалуйста, помогите мне нарядиться, я надеюсь выглядеть уверенно.	Ayo pergi ke kedai kopi untuk mengobrol, tolong bantu saya berdandan, saya berharap bisa terlihat percaya diri.	Hãy đến quán cà phê để trò chuyện, xin hãy giúp tôi ăn mặc, tôi hy vọng sẽ trông tự tin.	ไปที่ร้านกาแฟเพื่อแชทโปรดช่วยฉันแต่งตัวฉันหวังว่าจะดูมั่นใจ	コーヒーショップに行ってチャットしましょう。ドレスアップを手伝ってください。自信を持って見えることを願っています。	커피 숍에 가서 채팅을하자. 제발 옷을 입히도록 도와주세요.	دعنا نذهب إلى المقهى للدردشة ، الرجاء مساعدتي في ارتداء الملابس ، وآمل أن أبدو واثقًا.
1030301	Text	He shared a part of the prize with me as a token of appreciation.	En remerciement, le propriétaire a partagé quelques bonus avec nous.	Als Dankeschön teilte der Besitzer einige Boni mit uns.	Como agradecimiento, el propietario compartió algunos bonos con nosotros.	Ele dividiu uma parte do prêmio comigo como sinal de agradecimento.	作为感谢，失主给我们分享了一部分奖金。	作為感謝，失主給我們分享了一部分獎金。	В качестве благодарности, владелец поделился с нами бонусами.	Sebagai ucapan terima kasih, pemiliknya berbagi beberapa bonus dengan kami.	Như một lời cảm ơn, chủ sở hữu đã chia sẻ một số tiền thưởng với chúng tôi.	เพื่อขอบคุณเจ้าของแบ่งปันโบนัสกับเรา	ありがとうとして、所有者は私たちといくつかのボーナスを共有しました。	감사합니다. 소유자는 우리와 약간의 보너스를 공유했습니다.	كشكر لك ، شارك المالك بعض المكافآت معنا.
1030302	Text	I am going to Disneyland with my kid.	Je vais aller à Disneyland avec mes enfants.	Ich werde mit meinen Kindern nach Disneyland gehen.	Voy a ir a Disneylandia con mis hijos.	Estou indo para a Disneylândia com meu filho.	我准备和孩子去迪士尼乐园。	我準備和孩子去迪士尼樂園。	Я собираюсь поехать в Диснейленд со своими детьми.	Saya akan pergi ke Disneyland bersama anak -anak saya.	Tôi sẽ đến Disneyland với các con của tôi.	ฉันจะไปดิสนีย์แลนด์กับลูก ๆ ของฉัน	私は子供たちと一緒にディズニーランドに行くつもりです。	나는 아이들과 함께 디즈니 랜드에 갈 것입니다.	سأذهب إلى ديزني لاند مع أطفالي.
1030303	Text	Please help me style a suitable look for Disneyland.	Aidez-moi à concevoir un maquillage en ligne avec Disneyland.	Hilf mir, ein Make -up in Einklang mit Disneyland zu entwerfen.	Ayúdame a diseñar un maquillaje en línea con Disneyland.	Por favor, ajude-me a estilizar um look adequado para a Disneylândia.	帮我设计一个符合迪士尼乐园的妆容吧。	幫我設計一個符合迪士尼樂園的妝容吧。	Помогите мне спроектировать макияж в соответствии с Диснейлендом.	Bantu saya merancang riasan sejalan dengan Disneyland.	Giúp tôi thiết kế một trang điểm phù hợp với Disneyland.	ช่วยฉันออกแบบแต่งหน้าให้สอดคล้องกับดิสนีย์แลนด์	ディズニーランドに沿ってメイクを設計するのを手伝ってください。	디즈니 랜드와 일치하는 메이크업을 디자인하도록 도와주세요.	ساعدني في تصميم مكياج تمشيا مع ديزني لاند.
1030401	Text	I met him again in Disneyland.	À Disneyland, nous avons retrouvé le propriétaire.	In Disneyland trafen wir uns wieder mit dem Besitzer.	En Disneyland, nos volvimos a encontrar con el dueño.	Eu o encontrei novamente na Disneylândia.	在迪士尼乐园中，我们和失主再次相遇了。	在迪士尼樂園中，我們和失主再次相遇了。	В Диснейленде мы снова встретились с владельцем.	Di Disneyland, kami bertemu lagi dengan pemiliknya.	Ở Disneyland, chúng tôi đã gặp lại chủ sở hữu.	ในดิสนีย์แลนด์เราได้พบกับเจ้าของอีกครั้ง	ディズニーランドでは、私たちは再び所有者と会いました。	디즈니 랜드에서 우리는 주인과 다시 만났다.	في ديزني لاند ، التقينا مرة أخرى مع المالك.
1030402	Text	He took great care of us during the day. We had so much fun.	Il a beaucoup pris soin de nous pendant la pièce et nous avons passé une journée heureuse.	Während des Spiels kümmerte er sich sehr um uns und wir verbrachten einen glücklichen Tag.	Nos cuidó mucho durante la obra, y pasamos un feliz día.	Ele cuidou muito bem de nós durante o dia. Nós nos divertimos tanto.	游玩过程中他非常照顾我们，我们度过了愉快的一天。	遊玩過程中他非常照顧我們，我們度過了愉快的一天。	Он очень заботился о нас во время пьесы, и мы провели счастливый день.	Dia sangat merawat kami selama bermain, dan kami menghabiskan hari yang bahagia.	Anh ấy đã chăm sóc chúng tôi rất nhiều trong suốt vở kịch, và chúng tôi đã dành một ngày hạnh phúc.	เขาดูแลเราเป็นอย่างมากในระหว่างการเล่นและเราใช้เวลาทั้งวันที่มีความสุข	彼は劇中に私たちの世話をし、私たちは幸せな一日を過ごしました。	그는 연극 중에 우리를 매우 돌 보았고 우리는 행복한 하루를 보냈습니다.	لقد اعتنى بنا كثيرًا أثناء المسرحية ، وقضينا يومًا سعيدًا.
1030403	Text	And he even invited me to a candle dinner.	De plus, il m'a également invité à aller au dîner aux chandelles.	Außerdem lud er mich ein, zum Candlelight -Abendessen zu gehen.	Además, también me invitó a ir a la cena a la luz de las velas.	E ele até me convidou para um jantar à vela.	而且，他还邀请我去烛光晚餐。	而且，他還邀請我去燭光晚餐。	Более того, он также пригласил меня пойти на ужин при свечах.	Selain itu, dia juga mengundang saya untuk pergi ke makan malam cahaya lilin.	Hơn nữa, anh ấy cũng mời tôi đi ăn tối dưới ánh nến.	ยิ่งกว่านั้นเขายังเชิญให้ฉันไปทานอาหารค่ำใต้แสงเทียน	さらに、彼はまた、ろうそくの夕食に行くように私を招待しました。	또한 그는 또한 촛불 저녁 식사에 가도록 초대했습니다.	علاوة على ذلك ، دعاني أيضًا للذهاب إلى عشاء ضوء الشموع.
1030404	Text	Dear, I need you to design a sexy look for me.	Ma chère, j'ai besoin de toi pour m'aider à concevoir un ensemble de maquillage sexy.	Mein Lieber, ich brauche dich, um mir zu helfen, ein Set sexy Make -ups zu entwerfen.	Querida, necesito que me ayudes a diseñar un conjunto de maquillaje sexy.	Querida, preciso que você crie um look sexy para mim.	亲爱的，我需要你帮我设计一套性感的妆容。	親愛的，我需要你幫我設計一套性感的妝容。	Моя дорогая, мне нужно, чтобы ты помог мне создать набор сексуальных макияжа.	Sayangku, aku membutuhkanmu untuk membantuku mendesain serangkaian makeup seksi.	Em yêu của tôi, tôi cần bạn giúp tôi thiết kế một bộ trang điểm gợi cảm.	ที่รักฉันต้องการให้คุณช่วยฉันออกแบบชุดแต่งหน้าเซ็กซี่	私の愛する人、私はあなたが私が一連のセクシーなメイクをデザインするのを手伝う必要があります。	내 사랑, 섹시한 메이크업 세트를 디자인하는 데 도움이 필요합니다.	عزيزي ، أحتاجك لمساعدتي في تصميم مجموعة من المكياج المثير.
1030501	Text	Yes, I am dating him now.	C'est vrai, lui et moi avons commencé à y faire face.	Das stimmt, er und ich haben angefangen, damit umzugehen.	Así es, él y yo comenzamos a lidiar con eso.	Sim, estou namorando com ele agora.	没错，我和他开始交往了。	沒錯，我和他開始交往了。	Правильно, он и я начали с этим справляться.	Itu benar, dia dan saya mulai menghadapinya.	Đúng vậy, anh và tôi bắt đầu đối phó với nó.	ถูกต้องเขาและฉันเริ่มจัดการกับมัน	そうです、彼と私はそれに対処し始めました。	맞습니다. 그와 나는 그것을 다루기 시작했습니다.	هذا صحيح ، لقد بدأ هو وأنا في التعامل معها.
1030502	Text	We plan to go to the aquarium together. Please design a suitable look for me.	Nous sommes prêts à concevoir un ensemble de maquillage approprié ensemble.	Wir sind bereit, zusammen ein geeignetes Make -up -Satz zusammen zu entwerfen.	Estamos listos para diseñar un conjunto adecuado de maquillaje juntos.	Planejamos ir ao aquário juntos. Por favor, crie um look adequado para mim.	我们准备一起水族馆，帮我设计一套适合的妆容吧。	我們準備一起水族館，幫我設計一套適合的妝容吧。	Мы готовы создать подходящий набор макияжа вместе.	Kami siap merancang serangkaian riasan yang cocok bersama.	Chúng tôi đã sẵn sàng để thiết kế một bộ trang điểm phù hợp cùng nhau.	เราพร้อมที่จะออกแบบชุดแต่งหน้าที่เหมาะสมด้วยกัน	適切なメイクのセットを一緒に設計する準備ができています。	우리는 적절한 메이크업 세트를 함께 설계 할 준비가되었습니다.	نحن على استعداد لتصميم مجموعة مناسبة من المكياج معًا.
1030601	Text	It's Valentine's Day. I want to spend an unforgettable day with him.	La Saint-Valentin est là, je veux avoir une journée inoubliable avec lui.	Der Valentinstag ist da, ich möchte einen unvergesslichen Tag mit ihm haben.	El día de San Valentín está aquí, quiero tener un día inolvidable con él.	É Dia dos Namorados. Quero passar um dia inesquecível com ele.	情人节到了，我想和他度过难忘的一天。	情人節到了，我想和他度過難忘的一天。	День святого Валентина здесь, я хочу провести с ним незабываемый день.	Hari Valentine ada di sini, saya ingin memiliki hari yang tak terlupakan bersamanya.	Ngày lễ tình nhân ở đây, tôi muốn có một ngày khó quên với anh ấy.	วันวาเลนไทน์อยู่ที่นี่ฉันต้องการมีวันที่น่าจดจำกับเขา	バレンタインデーはここにあります、私は彼と忘れられない一日を過ごしたいです。	발렌타인 데이가 여기 있습니다. 잊을 수없는 하루를 보내고 싶습니다.	عيد الحب هنا ، أريد أن أحظى بيوم لا ينسى معه.
1030602	Text	I'll need an exquisite look.	J'ai besoin d'un maquillage délicat.	Ich brauche ein delikates Make -up.	Necesito un maquillaje delicado.	Vou precisar de um look requintado.	我需要一个精致的妆容。	我需要一個精緻的妝容。	Мне нужен тонкий макияж.	Saya membutuhkan riasan halus.	Tôi cần một trang điểm tinh tế.	ฉันต้องการการแต่งหน้าที่ละเอียดอ่อน	繊細なメイクが必要です。	섬세한 화장이 필요합니다.	أحتاج إلى مكياج حساس.
1030701	Text	We'll go to the cinema tonight.	Nous sortons avec le cinéma ce soir.	Wir werden heute Abend im Kino ausgehen.	Vamos a salir en el cine esta noche.	Iremos ao cinema esta noite.	今晚我们要在电影院约会。	今晚我們要在電影院約會。	Мы будем встречаться в кинотеатре сегодня вечером.	Kami akan berkencan di bioskop malam ini.	Chúng tôi sẽ hẹn hò trong rạp chiếu phim tối nay.	เราจะเดทในโรงภาพยนตร์คืนนี้	今夜は映画館でデートします。	우리는 오늘 밤 영화관에서 데이트 할 것입니다.	سنعود إلى السينما الليلة.
1030702	Text	Please style a look for me.	S'il vous plaît, aidez-moi à concevoir un ensemble de maquillage.	Bitte helfen Sie mir, ein Set Make -up zu entwerfen.	Por favor, ayúdame a diseñar un conjunto de maquillaje.	Por favor, estilize um look para mim.	请帮我设计一套妆容。	請幫我設計一套妝容。	Пожалуйста, помогите мне спроектировать набор макияжа.	Tolong bantu saya merancang satu set riasan.	Xin hãy giúp tôi thiết kế một bộ trang điểm.	โปรดช่วยฉันออกแบบชุดแต่งหน้า	メイクのセットを設計するのを手伝ってください。	메이크업 세트를 설계하도록 도와주세요.	الرجاء مساعدتي في تصميم مجموعة من المكياج.
